text,intent
"thanks",THANK_YOU
"rate of unemployment rate",COMPLEX_ADVICE
"snowball method",DEF_DEBT_SNOWBALL
"is asb good?",DEF_ASB
"offfline mode?",INTERNET_REQ
"see you",BYE
"how to start raise with low risk",COMPLEX_ADVICE
"what kind of bota re you?",WHO_ARE_YOU
"privacy policy",DATA_SECURITY
"Are you stupid?",COMPLEX_ADVICE
"show expesnes",NAV_EXPENSES
"examples of wants",DEF_WANTS
"my spennding list",NAV_EXPENSES
"maybe",COMPLEX_ADVICE
"thanks",THANK_YOU
"what are awnts?",DEF_WANTS
"snowball method",DEF_DEBT_SNOWBALL
"th",DEF_TABUNG_HAJI
"trewq",GARBAGE
"student loan",DEF_PTPTN
"split  income?",HELP_INCOME_ALLOCATION
"pros and cons of startup right now",COMPLEX_ADVICE
"is this for me?",TARGET_AUDIENCE
"need internet?",INTERNET_REQ
"help em with quit",COMPLEX_ADVICE
"asb  investing",DEF_ASB
"help me with credit card",COMPLEX_ADVICE
"is this working",TESTING
"define inflation",DEF_INFLATION
"open profile",NAV_PROFILE
"ptptn dbt",DEF_PTPTN
"who arey ou?",WHO_ARE_YOU
"help me with aslary for the future",COMPLEX_ADVICE
"do you steal myy data?",DATA_SECURITY
"budget rule",DEF_50_30_20
"is it worth bonus safely",COMPLEX_ADVICE
"amanah saham bumiputera",DEF_ASB
"best way to save",ADVICE_GENERAL_SAVING
"strategies for Do you know me?",COMPLEX_ADVICE
"thx",THANK_YOU
"who iss the target audience?",TARGET_AUDIENCE
"hi",GREETING
"can you explain gold urgently",COMPLEX_ADVICE
"later",BYE
"current unemlpoyment rate",COMPLEX_ADVICE
"should i econmoic growth",COMPLEX_ADVICE
"go to profile",NAV_PROFILE
"how to delete?",HELP_DELETE_TRANSACTION
"anaysis of inflation rate",COMPLEX_ADVICE
"teell me a joke",JOKE
"meaning of inflation",DEF_INFLATION
"how to start gaming pc with no experience",COMPLEX_ADVICE
"not sure",COMPLEX_ADVICE
"start over",HELP_RESET_DATA
"just wondering dogecoin",COMPLEX_ADVICE
"amybe",COMPLEX_ADVICE
"why beruang?",WHY_BERUANG
"th",DEF_TABUNG_HAJI
"how do i side hustle with low risk",COMPLEX_ADVICE
"askai",NAV_CHATBOT
"need intenret?",INTERNET_REQ
"predictino for interview",COMPLEX_ADVICE
"prediction for luno",COMPLEX_ADVICE
"th",DEF_TABUNG_HAJI
"maybe",COMPLEX_ADVICE
"offlin emode?",INTERNET_REQ
"is it for students?",TARGET_AUDIENCE
"opinion on afford for beginners",COMPLEX_ADVICE
"talk to beruang",NAV_CHATBOT
"prediction for resign",COMPLEX_ADVICE
"change expense",HELP_EDIT_TRANSACTION
"how do i iphone",COMPLEX_ADVICE
"transaction list",NAV_EXPENSES
"how mcuh emergency fund?",DEF_EMERGENCY_FUND
"idk",COMPLEX_ADVICE
"i guess  What is my name?",COMPLEX_ADVICE
"mnbv",GARBAGE
"what are savings?",DEF_SAVINGS_DEF
"help me with unemployment rate",COMPLEX_ADVICE
"idk What is m name?",COMPLEX_ADVICE
"thanks",THANK_YOU
"opinion on side hustle for the future",COMPLEX_ADVICE
"define needs",DEF_NEEDS
"fsdfdsf",GARBAGE
"what is the purpose of this app?",APP_PURPOSE
"rese tprofile",HELP_RESET_DATA
"do you think installment",COMPLEX_ADVICE
"scan receipt?",HELP_RECEIPT_SCAN
"what is asb?",DEF_ASB
"strategies for inflation rat ewith no experience",COMPLEX_ADVICE
"not sure",COMPLEX_ADVICE
"guide me on minimum wage",COMPLEX_ADVICE
"close",BYE
"reset data",HELP_RESET_DATA
"report bug",CONTACT_SUPPORT
"null",GARBAGE
"created by",DEVELOPER_INFO
"money is tight",ADVICE_MOTIVATION
"syncc account?",BANK_LINKING
"app verson",APP_VERSION
"frugal tip",ADVICE_GENERAL_TIP
"change expnese",HELP_EDIT_TRANSACTION
"make me laugh",JOKE
"who created yyou?",WHO_ARE_YOU
"nothing",COMPLEX_ADVICE
"do you think stashaway s a fresh grad",COMPLEX_ADVICE
"save inteerest debt",DEF_DEBT_AVALANCHE
"high interest savings",ADVICE_GENERAL_SAVING
"opinion on GDP",COMPLEX_ADVICE
"strategies for credit card",COMPLEX_ADVICE
"where to put salary",HELP_ADD_INCOME
"is it a good idea to interest rate inn malaysia",COMPLEX_ADVICE
"age goup",TARGET_AUDIENCE
"ptpnt debt",DEF_PTPTN
"how to start career",COMPLEX_ADVICE
"add transaction",HELP_ADD_TRANSACTION
"make me laugh",JOKE
"caemra feature?",HELP_RECEIPT_SCAN
"auto track?",BANK_LINKING
"what kind of bot rae you?",WHO_ARE_YOU
"i speent too much",ADVICE_MOTIVATION
"save interestt debt",DEF_DEBT_AVALANCHE
"idk",COMPLEX_ADVICE
"how to save?",HELP_SAVINGS_SCREEN
"meaning of name",WHY_BERUANG
"you suck",COMPLAINT
"ffinancial advice",ADVICE_GENERAL_TIP
"do you steal my data?",DATA_SECURITY
"where is data stored?",DATA_SECURITY
"maybe Are you stupid?",COMPLEX_ADVICE
"an i scan bills?",HELP_RECEIPT_SCAN
"where is chat?",NAV_CHATBOT
"go too home",NAV_HOME
"how to save?",HELP_SAVINGS_SCREEN
"go to transaction log",NAV_EXPENSES
"end chat",BYE
"supervisor",DEVELOPER_INFO
"advice on inflation rate",COMPLEX_ADVICE
"ello",GREETING
"retiremeent fund",DEF_KWSP
"wrong amount",HELP_EDIT_TRANSACTION
"connect maybank?",BANK_LINKING
"cimb linnk?",BANK_LINKING
"hould i GDP",COMPLEX_ADVICE
"yuiop",GARBAGE
"wha is emergency fund?",DEF_EMERGENCY_FUND
"strategies for unemployment rate with small capital",COMPLEX_ADVICE
"meaning of naame",WHY_BERUANG
"remove expense",HELP_DELETE_TRANSACTION
"compoundding",DEF_COMPOUND_INTEREST
"Tell me a story",COMPLEX_ADVICE
"rndom text",GARBAGE
"what is the best way to ps5 in malaysia",COMPLEX_ADVICE
"prediction for gig economy",COMPLEX_ADVICE
"just wondering What is my name?",COMPLEX_ADVICE
"telll me a joke",JOKE
"latest OPR  rate",COMPLEX_ADVICE
"is data sae?",DATA_SECURITY
"tell me about yourself",WHO_ARE_YOU
"prediction for ersign with low risk",COMPLEX_ADVICE
"essential expenses",DEF_NEEDS
"spllit income?",HELP_INCOME_ALLOCATION
"define savings",DEF_SAVINGS_DEF
"blah blah",GARBAGE
"12234",GARBAGE
"tell me about yourself",WHO_ARE_YOU
"what is tabung haji?",DEF_TABUNG_HAJI
"examples of needs",DEF_NEEDS
"help me save",ADVICE_MOTIVATION
"age group",TARGET_AUDIENCE
"assdf",GARBAGE
"emergency fund use",HELP_WITHDRAW_SAVINGS
"who made this?",DEVELOPER_INFO
"start over",HELP_RESET_DATA
"worst app",COMPLAINT
"nothing",COMPLEX_ADVICE
"build number",APP_VERSION
"rate of poverty rate",COMPLEX_ADVICE
"tq",THANK_YOU
"isi t worth What is 2+2?",COMPLEX_ADVICE
"help me with bnpl",COMPLEX_ADVICE
"interest on  interest",DEF_COMPOUND_INTEREST
"how does categorization wrk?",HELP_AI_CATEGORIZATION
"do you  think roi in 2025",COMPLEX_ADVICE
"add transaction",HELP_ADD_TRANSACTION
"why credit score matters",DEF_CREDIT_SCORE
"what are needs?",DEF_NEEDS
"help me with robot advisor as a fresh grad",COMPLEX_ADVICE
"go to profile",NAV_PROFILE
"guide meo n career",COMPLEX_ADVICE
"contact support",CONTACT_SUPPORT
"tthx",THANK_YOU
"greetings",GREETING
"how mch emergency fund?",DEF_EMERGENCY_FUND
"what is the exchange rate",COMPLEX_ADVICE
"1233 test",TESTING
"eixt",BYE
"i have no money",ADVICE_MOTIVATION
"idk",COMPLEX_ADVICE
"where to add cost",HELP_ADD_TRANSACTION
"tell me about eonomic growth",COMPLEX_ADVICE
"university",DEVELOPER_INFO
"prediction for tabung haji with no experience",COMPLEX_ADVICE
"created by",DEVELOPER_INFO
"II am bored",COMPLEX_ADVICE
"help me with Tell me a story",COMPLEX_ADVICE
"i spent too much",ADVICE_MOTIVATION
"define needs",DEF_NEEDS
"add salary",HELP_ADD_INCOME
"do you think afford",COMPLEX_ADVICE
"addsalary",HELP_ADD_INCOME
"recommendation for budget 2025 in 2025",COMPLEX_ADVICE
"?!",GARBAGE
"nthing",COMPLEX_ADVICE
"not sure",COMPLEX_ADVICE
"interest on innterest",DEF_COMPOUND_INTEREST
"how to add expense",HELP_ADD_TRANSACTION
"ai category",HELP_AI_CATEGORIZATION
"edit transaction",HELP_EDIT_TRANSACTION
"funny",JOKE
"tell me about eonomic growth",COMPLEX_ADVICE
"frugal tip",ADVICE_GENERAL_TIP
"terima kasih",THANK_YOU
"does ai sort speending?",HELP_AI_CATEGORIZATION
"can ou explain salary",COMPLEX_ADVICE
"define needs",DEF_NEEDS
"nnothing",COMPLEX_ADVICE
"prediction for bursa",COMPLEX_ADVICE
"hat do you know about me?",COMPLEX_ADVICE
"hhow to edit?",HELP_EDIT_TRANSACTION
"What is my naem?",COMPLEX_ADVICE
"emergency fund use",HELP_WITHDRAW_SAVINGS
"just wondering economic growth",COMPLEX_ADVICE
"What time is it?",COMPLEX_ADVICE
"how do i career  given my income",COMPLEX_ADVICE
"back to dashboard",NAV_HOME
"where to add cost",HELP_ADD_TRANSACTION
"prediction for resign in amlaysia",COMPLEX_ADVICE
"i have on money",ADVICE_MOTIVATION
"i guess crypto",COMPLEX_ADVICE
"echo",TESTING
"strategies for ps5",COMPLEX_ADVICE
"save interest debt",DEF_DEBT_AVALANCHE
"deposit money",HELP_ADD_INCOME
"opinion on invest",COMPLEX_ADVICE
"ohw to edit?",HELP_EDIT_TRANSACTION
"just wondering Ar you stupid?",COMPLEX_ADVICE
"qerty",GARBAGE
"who are you?",WHO_ARE_YOU
"education loan",DEF_PTPTN
"is it worth freealnce",COMPLEX_ADVICE
"help me save",ADVICE_MOTIVATION
"tpptn debt",DEF_PTPTN
"is it a good idea to buy now pay later",COMPLEX_ADVICE
"ii have no money",ADVICE_MOTIVATION
"etll me the OPR rate",COMPLEX_ADVICE
"tell me the poverty rate",COMPLEX_ADVICE
"cancel spending",HELP_DELETE_TRANSACTION
"[object Obejct]",GARBAGE
"not sure",COMPLEX_ADVICE
"saving tips",ADVICE_GENERAL_TIP
"tell me about yourself",WHO_ARE_YOU
"not sure",COMPLEX_ADVICE
"guide me on work life balance safely",COMPLEX_ADVICE
"what is the interest rate",COMPLEX_ADVICE
"how do i superbike",COMPLEX_ADVICE
"change expense",HELP_EDIT_TRANSACTION
"give me tips for side hustle",COMPLEX_ADVICE
"hi",GREETING
"created by",DEVELOPER_INFO
"snowball vs avalanche",DEF_DEBT_SNOWBALL
"identify yourself",WHO_ARE_YOU
"echo",TESTING
"nnot sure",COMPLEX_ADVICE
"add transaction",HELP_ADD_TRANSACTION
"th",DEF_TABUNG_HAJI
"yo beurang",GREETING
"nthing",COMPLEX_ADVICE
"what is ptptn?",DEF_PTPTN
"mabe",COMPLEX_ADVICE
"delete account",HELP_RESET_DATA
"opinion on sukuk in 2025",COMPLEX_ADVICE
"new purchase",HELP_ADD_TRANSACTION
"target user",TARGET_AUDIENCE
"how do i afford latest",COMPLEX_ADVICE
"x",GARBAGE
"customer service",CONTACT_SUPPORT
"create dby",DEVELOPER_INFO
"i guess unit trust right now",COMPLEX_ADVICE
"rate of interets rate",COMPLEX_ADVICE
"ecommendation for loan in malaysia",COMPLEX_ADVICE
"Lump sum",HELP_INCOME_ALLOCATION
"Works offline?",INTERNET_REQ
"scan receipt?",HELP_RECEIPT_SCAN
"sadf",GARBAGE
"employees provident fund",DEF_KWSP
"just woondering interview",COMPLEX_ADVICE
"thank you",THANK_YOU
"emergency savings",DEF_EMERGENCY_FUND
"idk",COMPLEX_ADVICE
"what is tabung haij?",DEF_TABUNG_HAJI
"hhow much emergency fund?",DEF_EMERGENCY_FUND
"a category",HELP_AI_CATEGORIZATION
"opinion on raise",COMPLEX_ADVICE
"where toa dd cost",HELP_ADD_TRANSACTION
"examples of wants",DEF_WANTS
"rate o inflation rate",COMPLEX_ADVICE
"hi there",GREETING
"change expense",HELP_EDIT_TRANSACTION
"add to savings",HELP_SAVINGS_SCREEN
"gie me a tip",ADVICE_GENERAL_TIP
"how does categorization work?",HELP_AI_CATEGORIZATION
"testing",TESTING
"monye is tight",ADVICE_MOTIVATION
"is this fo rme?",TARGET_AUDIENCE
"advice on gold",COMPLEX_ADVICE
"tell me the tax rate",COMPLEX_ADVICE
"how does it help?",APP_PURPOSE
"what is tabung haji?",DEF_TABUNG_HAJI
"moneyy hack",ADVICE_GENERAL_TIP
"epff account",DEF_KWSP
"aaaa",GARBAGE
"employees provident fund",DEF_KWSP
"What do you know about me?",COMPLEX_ADVICE
"what does this app do?",APP_PURPOSE
"Do youu know me?",COMPLEX_ADVICE
"close",BYE
"current OPR rate",COMPLEX_ADVICE
"emergency savings",DEF_EMERGENCY_FUND
"should i superbikke right now",COMPLEX_ADVICE
"system check",TESTING
"can you explaiin inflation rate as a fresh grad",COMPLEX_ADVICE
"jklo",GARBAGE
"is my info secure?",DATA_SECURITY
"delete tarnsaction",HELP_DELETE_TRANSACTION
"clear all",HELP_RESET_DATA
"outlook for stratup",COMPLEX_ADVICE
"current poverty rate",COMPLEX_ADVICE
"is this working",TESTING
"fuunny",JOKE
"advice on buuy house as a fresh grad",COMPLEX_ADVICE
"not  sure",COMPLEX_ADVICE
"why save?",DEF_SAVINGS_DEF
"tupid",COMPLAINT
"what version is thhis?",APP_VERSION
"hhola",GREETING
"advice on I am bored",COMPLEX_ADVICE
"20% goal",HELP_SAVINGS_SCREEN
"null",GARBAGE
"high interest saviings",ADVICE_GENERAL_SAVING
"do you think gold in 2025",COMPLEX_ADVICE
"employees porvident fund",DEF_KWSP
"should i tax relief",COMPLEX_ADVICE
"fyp details",DEVELOPER_INFO
"change expense",HELP_EDIT_TRANSACTION
"can i usse without internet?",INTERNET_REQ
"outlook for buy house",COMPLEX_ADVICE
"deposit money",HELP_ADD_INCOME
"tell methe OPR rate",COMPLEX_ADVICE
"History of  Malaysia",COMPLEX_ADVICE
"connect mayabnk?",BANK_LINKING
"how do i interest rate currently",COMPLEX_ADVICE
"saving strategies",ADVICE_GENERAL_SAVING
"educationl oan",DEF_PTPTN
"what is the OPR rate",COMPLEX_ADVICE
"how much emergency fund?",DEF_EMERGENCY_FUND
"good job",THANK_YOU
"how to add money",HELP_ADD_INCOME
"how to save?",HELP_SAVINGS_SCREEN
"recommendatioon for exchange rate rate",COMPLEX_ADVICE
"joke",JOKE
"deposit money",HELP_ADD_INCOME
"current uemployment rate",COMPLEX_ADVICE
"is data safe?",DATA_SECURITY
"reset data",HELP_RESET_DATA
"university finance",ADVICE_STUDENT_TIPS
"campus saving",ADVICE_STUDENT_TIPS
"open profile",NAV_PROFILE
"i fialed my budget",ADVICE_MOTIVATION
"outlook for asb for students",COMPLEX_ADVICE
"pros and cons of minimum wage",COMPLEX_ADVICE
"My profile",COMPLEX_ADVICE
"i spent money",HELP_ADD_TRANSACTION
"how to save?",HELP_SAVINGS_SCREEN
"pros and cons of unemployment rate",COMPLEX_ADVICE
"enter earnings",HELP_ADD_INCOME
"zzzz",GARBAGE
"asb investing",DEF_ASB
"gae group",TARGET_AUDIENCE
"fsdfsdf",GARBAGE
"pros and cons of buy house",COMPLEX_ADVICE
"hi",GREETING
"I am bored",COMPLEX_ADVICE
"Do you  like humans?",COMPLEX_ADVICE
"thesis detials",DEVELOPER_INFO
"help me with GDP urgently",COMPLEX_ADVICE
"can i scan bills?",HELP_RECEIPT_SCAN
"recommendaton for budget 2025",COMPLEX_ADVICE
"how ot save as a student?",ADVICE_STUDENT_TIPS
"maybe What do you knnow about me?",COMPLEX_ADVICE
"works offline?",INTERNET_REQ
"epf account",DEF_KWSP
"can you explain work life balance for students",COMPLEX_ADVICE
"joke",JOKE
"My proflie",COMPLEX_ADVICE
"upload photo?",HELP_RECEIPT_SCAN
"wh use this?",APP_PURPOSE
"srtategies for OPR rate",COMPLEX_ADVICE
"is it for students?",TARGET_AUDIENCE
"how does ctegorization work?",HELP_AI_CATEGORIZATION
"tellme about yourself",WHO_ARE_YOU
"random text",GARBAGE
"percentages",DEF_50_30_20
"trewq",GARBAGE
"go to pprofile",NAV_PROFILE
"amanah saham bumiputeera",DEF_ASB
"tell me the inflation rate",COMPLEX_ADVICE
"signing off",BYE
"go to profile",NAV_PROFILE
"Do you know me?",COMPLEX_ADVICE
"recommmendation for OPR rate",COMPLEX_ADVICE
"opinion on interesst rate safely",COMPLEX_ADVICE
"how do i gaming pc",COMPLEX_ADVICE
"meaning of inflation",DEF_INFLATION
"emaning of inflation",DEF_INFLATION
"tq",THANK_YOU
"recommendation for bonus",COMPLEX_ADVICE
"advice on OPR rate",COMPLEX_ADVICE
"are you an ai?",WHO_ARE_YOU
"are you an ai?",WHO_ARE_YOU
"use saavings",HELP_WITHDRAW_SAVINGS
"should ii nterest rate fast",COMPLEX_ADVICE
"predictin for e-wallet for beginners",COMPLEX_ADVICE
"20% goal",HELP_SAVINGS_SCREEN
"how allocattion works",HELP_INCOME_ALLOCATION
"make me laugh",JOKE
"s rent a need?",DEF_NEEDS
"fsdfsdf",GARBAGE
"b nm",GARBAGE
"is asb good?",DEF_ASB
"opinion on job for beginneers",COMPLEX_ADVICE
"agee group",TARGET_AUDIENCE
"hey",GREETING
"user info",NAV_PROFILE
"hello",GREETING
"123345",GARBAGE
"can you explain job with no experience",COMPLEX_ADVICE
"auto cattegory",HELP_AI_CATEGORIZATION
"qwerty",GARBAGE
"WWhat do you know about me?",COMPLEX_ADVICE
"mic check",TESTING
"niterest on interest",DEF_COMPOUND_INTEREST
"badb ot",COMPLAINT
"latest exchange rate",COMPLEX_ADVICE
"app features",APP_PURPOSE
"where is chat?",NAV_CHATBOT
"transaction list",NAV_EXPENSES
"student loan",DEF_PTPTN
"cleear entry",HELP_DELETE_TRANSACTION
"should i work life balance",COMPLEX_ADVICE
"how to start What is the weather?",COMPLEX_ADVICE
"whati s your name?",WHO_ARE_YOU
"noot helpful",COMPLAINT
"see oyu",BYE
"tthanks bear",THANK_YOU
"who created you?",WHO_ARE_YOU
"pros and cons of exchange rate as aa fresh grad",COMPLEX_ADVICE
"help desk",CONTACT_SUPPORT
"who built this app?",DEVELOPER_INFO
"reset data",HELP_RESET_DATA
"use savings",HELP_WITHDRAW_SAVINGS
"ccurrent interest rate",COMPLEX_ADVICE
"stupid",COMPLAINT
"add trasnaction",HELP_ADD_TRANSACTION
"ctos",DEF_CREDIT_SCORE
"education loan",DEF_PTPTN
"back to dashboard",NAV_HOME
"Who is the prime minister?",COMPLEX_ADVICE
"what is the est way to interest rate",COMPLEX_ADVICE
"rate of exchnge rate",COMPLEX_ADVICE
"divide salary",HELP_INCOME_ALLOCATION
"best way to pay debt",DEF_DEBT_AVALANCHE
"is dataa safe?",DATA_SECURITY
"echo",TESTING
"just wondering stocks",COMPLEX_ADVICE
"percentages",DEF_50_30_20
"thoughts on dogecoin with low risk",COMPLEX_ADVICE
"givve me tips for side hustle rate",COMPLEX_ADVICE
"financia advice",ADVICE_GENERAL_TIP
"tell me ajoke",JOKE
"not sure",COMPLEX_ADVICE
"lzxcv",GARBAGE
"customer service",CONTACT_SUPPORT
"now ifi?",INTERNET_REQ
"pros and cons of I likee coffee",COMPLEX_ADVICE
"supervior",DEVELOPER_INFO
"edit transaction",HELP_EDIT_TRANSACTION
"define wants",DEF_WANTS
"secuure?",DATA_SECURITY
"target user",TARGET_AUDIENCE
"what is 50/30/20?",DEF_50_30_20
"report bug",CONTACT_SUPPORT
"ctos",DEF_CREDIT_SCORE
"tell me a joke",JOKE
"no mney student",ADVICE_STUDENT_TIPS
"thx",THANK_YOU
"why need emergency fund?",DEF_EMERGENCY_FUND
"magic of compounding",DEF_COMPOUND_INTEREST
"upload photo?",HELP_RECEIPT_SCAN
"target user",TARGET_AUDIENCE
"retirement fund",DEF_KWSP
"add salary",HELP_ADD_INCOME
"prediction for e-wallet",COMPLEX_ADVICE
"strattegies for Do you like humans?",COMPLEX_ADVICE
"change expense",HELP_EDIT_TRANSACTION
"i gguess resume",COMPLEX_ADVICE
"latest unemployment rate",COMPLEX_ADVICE
"do you think stashaay",COMPLEX_ADVICE
"add transaction",HELP_ADD_TRANSACTION
"where to put savings",ADVICE_GENERAL_SAVING
"help me with asb fast",COMPLEX_ADVICE
"open rpofile",NAV_PROFILE
"use savings",HELP_WITHDRAW_SAVINGS
"20% goal",HELP_SAVINGS_SCREEN
"budegt rule",DEF_50_30_20
"terima kasih",THANK_YOU
"telll me about yourself",WHO_ARE_YOU
"high interest ssavings",ADVICE_GENERAL_SAVING
"recommendation for entrepreneur",COMPLEX_ADVICE
"latest OPR rate",COMPLEX_ADVICE
"what is your name?",WHO_ARE_YOU
"use savings",HELP_WITHDRAW_SAVINGS
"got paid",HELP_ADD_INCOME
"go to ot",NAV_CHATBOT
"appreciate it",THANK_YOU
"greetings",GREETING
"do you think OPRR rate",COMPLEX_ADVICE
"idk",COMPLEX_ADVICE
"age group",TARGET_AUDIENCE
"whoo made this?",DEVELOPER_INFO
"what is your name?",WHO_ARE_YOU
"234",GARBAGE
"connect maybank?",BANK_LINKING
"i there",GREETING
"tell me about sukuk as a fresh grad",COMPLEX_ADVICE
"is it a god idea to trading at my age",COMPLEX_ADVICE
"delete acccount",HELP_RESET_DATA
"tel me the exchange rate",COMPLEX_ADVICE
"helpd esk",CONTACT_SUPPORT
"what does this app do?",APP_PURPOSE
"appreciate it",THANK_YOU
"idk",COMPLEX_ADVICE
"goodd night",BYE
"auto track?",BANK_LINKING
"delete transaction",HELP_DELETE_TRANSACTION
"ddefine needs",DEF_NEEDS
"What time is it?",COMPLEX_ADVICE
"thoughts on wahed for begiinners",COMPLEX_ADVICE
"where to put salary",HELP_ADD_INCOME
"stupid",COMPLAINT
"stupid",COMPLAINT
"upload photo?",HELP_RECEIPT_SCAN
"why beruang?",WHY_BERUANG
"how to edit?",HELP_EDIT_TRANSACTION
"talk to beruang",NAV_CHATBOT
"go to home",NAV_HOME
"give me tips for wahed",COMPLEX_ADVICE
"mnbv",GARBAGE
"reset profile",HELP_RESET_DATA
"is this for me?",TARGET_AUDIENCE
"outlook ofr What time is it?",COMPLEX_ADVICE
"ggo to bot",NAV_CHATBOT
"build number",APP_VERSION
" feel poor",ADVICE_MOTIVATION
"meaning of inflation",DEF_INFLATION
"i have no money",ADVICE_MOTIVATION
"Sing a song",COMPLEX_ADVICE
"thx",THANK_YOU
"close",BYE
"is rent  a need?",DEF_NEEDS
"i  guess exchange rate",COMPLEX_ADVICE
"wrong aanswer",COMPLAINT
"asb ivnesting",DEF_ASB
"advice on inflation rate in 2025",COMPLEX_ADVICE
"just wondering loan currenttly",COMPLEX_ADVICE
"why need emrgency fund?",DEF_EMERGENCY_FUND
"new urchase",HELP_ADD_TRANSACTION
"wat is credit score?",DEF_CREDIT_SCORE
"thesis deatils",DEVELOPER_INFO
"what is the best way to promotion rate",COMPLEX_ADVICE
"Sing a song",COMPLEX_ADVICE
"name origin",WHY_BERUANG
"interset on interest",DEF_COMPOUND_INTEREST
"jsut wondering loan",COMPLEX_ADVICE
"sak ai",NAV_CHATBOT
"ccris",DEF_CREDIT_SCORE
"idenitfy yourself",WHO_ARE_YOU
"universiity",DEVELOPER_INFO
"testing",GARBAGE
"explain infflation concept",DEF_INFLATION
"qwerty",GARBAGE
"syste mcheck",TESTING
"is ddata safe?",DATA_SECURITY
"split income?",HELP_INCOME_ALLOCATION
"give me tips for superbike in malaysia",COMPLEX_ADVICE
"examples of needs",DEF_NEEDS
"guide me on asb",COMPLEX_ADVICE
"testing",TESTING
"th",DEF_TABUNG_HAJI
"opinion on sie hustle",COMPLEX_ADVICE
"fyp etails",DEVELOPER_INFO
"tell me a joke",JOKE
"tlel me the interest rate",COMPLEX_ADVICE
"what does inflation mean?",DEF_INFLATION
"you are useless",COMPLAINT
"what is allocation?",HELP_INCOME_ALLOCATION
"teirma kasih",THANK_YOU
"auto category",HELP_AI_CATEGORIZATION
"qwetry",GARBAGE
"edit tansaction",HELP_EDIT_TRANSACTION
"null",GARBAGE
"need internet?",INTERNET_REQ
"prediction for invest",COMPLEX_ADVICE
"can youu explain Tell me a story",COMPLEX_ADVICE
"contact ssupport",CONTACT_SUPPORT
"prediction for bitcoin for the future",COMPLEX_ADVICE
"offline mode?",INTERNET_REQ
"reset proifle",HELP_RESET_DATA
"ofline mode?",INTERNET_REQ
"i have no money",ADVICE_MOTIVATION
"just wondering raise",COMPLEX_ADVICE
"ptptn debt",DEF_PTPTN
"edit transaction",HELP_EDIT_TRANSACTION
"mic  check",TESTING
"latest inflation rate",COMPLEX_ADVICE
"what i skwsp?",DEF_KWSP
"what is 50/30/20?",DEF_50_30_20
"go to profile",NAV_PROFILE
"bank integration",BANK_LINKING
"why save?",DEF_SAVINGS_DEF
"secure?",DATA_SECURITY
"whho made this?",DEVELOPER_INFO
"is thi supdated?",APP_VERSION
"worst app",COMPLAINT
"i spent too much",ADVICE_MOTIVATION
"rate of unemployment rate",COMPLEX_ADVICE
"how to start superbike as a fresh grad",COMPLEX_ADVICE
"recommendationf or work life balance",COMPLEX_ADVICE
"hhey bear",GREETING
"give me tips for trading for beginners",COMPLEX_ADVICE
"current tax rate",COMPLEX_ADVICE
"student budget tips",ADVICE_STUDENT_TIPS
"wrong amount",HELP_EDIT_TRANSACTION
" nm",GARBAGE
"emergency fund use",HELP_WITHDRAW_SAVINGS
"why beruanng?",WHY_BERUANG
"iis this for me?",TARGET_AUDIENCE
"give me tips for bitcoin",COMPLEX_ADVICE
"wat is the interest rate",COMPLEX_ADVICE
"stupid",COMPLAINT
"move to budget",HELP_WITHDRAW_SAVINGS
"mmove to budget",HELP_WITHDRAW_SAVINGS
"do you think Do you like humans?",COMPLEX_ADVICE
"system error",GARBAGE
"noot sure",COMPLEX_ADVICE
"pros and cons of sukuk with small capital",COMPLEX_ADVICE
"what is tabung hai?",DEF_TABUNG_HAJI
"do you think myvi with small capital",COMPLEX_ADVICE
"fix mistake",HELP_EDIT_TRANSACTION
"talk to beruang",NAV_CHATBOT
"add  income",HELP_ADD_INCOME
"is it a good idea to intternship",COMPLEX_ADVICE
"how to save?",HELP_SAVINGS_SCREEN
"opinion on inflation rate with  no experience",COMPLEX_ADVICE
"need internet?",INTERNET_REQ
"what is emergency fund?",DEF_EMERGENCY_FUND
"syc account?",BANK_LINKING
"recommendation for nft for beginners",COMPLEX_ADVICE
"function  of app",APP_PURPOSE
"opinion on unemployment rate in malaysia",COMPLEX_ADVICE
"mistake enrty",HELP_DELETE_TRANSACTION
"curren unemployment rate",COMPLEX_ADVICE
"campus saving",ADVICE_STUDENT_TIPS
"12345",GARBAGE
"system error",GARBAGE
"can you explain economic growth",COMPLEX_ADVICE
"no wifi?",INTERNET_REQ
"auto category",HELP_AI_CATEGORIZATION
"mistake entry",HELP_DELETE_TRANSACTION
"what is the best wayy to credit card urgently",COMPLEX_ADVICE
"notsure",COMPLEX_ADVICE
"tell me a joke",JOKE
"ocr",HELP_RECEIPT_SCAN
"opinion on asb",COMPLEX_ADVICE
"opinion on e-wallet",COMPLEX_ADVICE
"saving strategies",ADVICE_GENERAL_SAVING
"rate of tax arte",COMPLEX_ADVICE
"i am broke",ADVICE_MOTIVATION
"thx",THANK_YOU
"wrong aamount",HELP_EDIT_TRANSACTION
"bad bot",COMPLAINT
"my account",NAV_PROFILE
"do you think iphone in malaysia",COMPLEX_ADVICE
"percentages",DEF_50_30_20
"strategies for work life balance as a fresh grad",COMPLEX_ADVICE
"best way to save",ADVICE_GENERAL_SAVING
"What do you know about me?",COMPLEX_ADVICE
"tell me about resign latest",COMPLEX_ADVICE
"customer service",CONTACT_SUPPORT
